,sex,age,household_position,household_size,prev_residence_place,citizenship,country_birth,edu_level,economic_status,cur_eco_activity,Marital_status,occupation
22508,Female,9,1122,114,1,1,1,5,111,137,2,low_level
25852,Female,7,1122,113,1,1,1,5,111,137,2,low_level
58751,Male,10,1122,125,1,1,1,5,111,136,2,low_level
59607,Female,7,1131,112,1,2,2,5,111,135,1,low_level
15048,Male,4,1110,114,1,1,2,2,111,131,1,high_level
52029,Female,6,1110,112,1,1,1,1,111,122,1,high_level
5212,Male,7,1122,113,1,1,1,3,111,136,2,high_level
14723,Male,14,1121,112,1,1,1,5,120,135,2,low_level
45028,Male,9,1122,114,1,1,1,2,111,133,2,high_level
7063,Female,7,1122,113,1,1,1,3,111,111,2,low_level
43314,Male,5,1210,111,1,1,1,3,112,132,1,low_level
46851,Male,7,1122,113,1,1,1,3,111,131,2,high_level
32366,Female,10,1122,114,1,1,1,3,120,131,2,high_level
19852,Male,9,1122,114,1,1,1,3,111,136,2,low_level
29957,Female,7,1121,112,1,1,1,5,111,122,2,low_level
51588,Female,7,1140,112,1,1,1,3,111,139,1,high_level
45207,Female,4,1110,113,1,1,1,2,112,131,1,high_level
43218,Male,8,1131,112,1,1,1,5,120,131,1,low_level
8811,Male,11,1121,112,1,1,1,5,111,137,2,low_level
2905,Male,8,1122,125,1,1,1,3,111,131,2,low_level
8196,Male,6,1131,112,1,1,1,3,112,133,1,high_level
42418,Male,10,1122,125,1,1,1,3,111,139,2,high_level
56642,Male,5,1110,113,1,1,1,3,111,131,1,high_level
16100,Male,9,1122,114,1,1,1,2,111,136,2,high_level
36845,Female,6,1210,111,1,1,1,5,111,135,1,low_level
43725,Female,5,1110,114,1,1,1,4,111,131,1,high_level
46954,Male,10,1122,113,1,1,1,5,111,137,2,low_level
37393,Female,6,1121,112,1,1,1,4,111,137,2,low_level
56164,Female,8,1132,114,1,1,1,2,111,135,4,high_level
21005,Female,5,1110,113,2,1,1,5,111,131,1,low_level
31808,Female,7,1122,114,1,1,1,3,111,133,2,high_level
47070,Female,12,1122,125,1,1,1,5,111,137,2,low_level
18443,Male,10,1121,112,1,1,1,3,120,131,2,low_level
17216,Male,12,1121,112,1,1,1,3,111,133,2,low_level
15104,Male,7,1121,112,1,1,1,5,120,135,2,low_level
47988,Male,6,1110,113,2,1,1,5,111,122,1,low_level
33905,Female,8,1121,112,1,1,1,2,120,124,2,low_level
24702,Male,11,1122,125,1,1,1,3,120,131,2,low_level
58253,Female,10,1121,112,1,1,1,1,111,135,2,high_level
26145,Male,4,1110,125,1,1,1,1,112,131,1,high_level
52212,Male,9,1131,112,1,1,1,3,111,131,1,low_level
24779,Female,8,1122,125,1,1,1,5,111,135,2,low_level
41214,Female,8,1121,112,1,1,1,2,111,138,2,high_level
58847,Male,12,1122,114,1,1,1,5,111,138,2,low_level
635,Female,8,1140,113,1,1,1,4,111,136,2,high_level
45228,Male,8,1122,114,1,1,1,3,111,122,2,high_level
18770,Male,7,1122,114,1,1,1,4,111,122,2,low_level
26504,Female,9,1132,114,1,1,1,4,111,138,1,low_level
59933,Female,6,1210,111,1,1,1,5,111,138,1,low_level
5050,Female,8,1122,114,1,1,1,2,111,138,2,high_level
54050,Male,11,1122,114,1,1,1,3,111,122,2,high_level
58705,Female,9,1210,111,1,1,2,5,111,135,4,high_level
42013,Male,7,1122,113,1,1,1,3,111,131,2,high_level
38446,Female,9,1122,125,1,1,1,2,111,131,2,high_level
21811,Male,4,1110,114,1,1,1,2,112,124,1,high_level
10936,Male,6,1131,112,1,1,1,5,111,135,1,low_level
30673,Female,10,1210,111,1,1,1,5,111,137,1,low_level
21756,Female,7,1131,112,1,1,1,3,111,131,1,high_level
48264,Male,8,1122,113,1,1,1,4,111,131,2,low_level
8273,Female,7,1122,114,1,3,3,2,111,138,2,high_level
18413,Male,10,1131,112,1,1,1,2,111,135,4,low_level
49310,Male,11,1122,114,1,1,1,3,111,133,2,low_level
42178,Male,9,1122,126,1,1,1,2,111,135,2,high_level
296,Female,12,1131,112,1,1,1,1,111,138,1,high_level
18153,Female,10,1121,112,1,1,1,3,111,136,2,low_level
28884,Male,9,1122,125,1,1,1,3,111,135,2,low_level
19264,Female,7,1121,112,1,1,2,5,111,133,2,high_level
13566,Male,12,1121,112,1,1,1,3,111,122,2,low_level
2142,Male,6,1210,111,1,1,1,2,111,135,1,high_level
18103,Female,4,1110,125,1,1,2,3,112,131,1,high_level
42672,Female,6,1131,112,1,1,1,3,111,132,1,high_level
6862,Female,8,1122,114,1,1,1,3,111,134,2,high_level
31833,Male,7,1210,111,1,1,2,5,120,133,1,low_level
11896,Male,13,1121,112,1,1,1,5,111,135,2,low_level
23549,Female,9,1122,125,1,1,2,2,111,135,2,high_level
26824,Male,10,1122,126,1,1,3,2,111,132,2,high_level
50464,Male,11,1122,114,1,1,1,3,120,131,2,low_level
31383,Male,6,1131,112,1,1,1,5,111,135,1,low_level
28764,Male,9,1122,114,1,1,1,3,111,131,2,high_level
47555,Female,9,1122,114,1,1,1,5,111,137,2,low_level
19716,Female,11,1121,112,1,1,1,3,111,135,2,high_level
18996,Male,6,1131,112,1,1,1,4,111,135,1,low_level
56367,Male,13,1121,112,1,1,1,3,120,131,2,low_level
43130,Male,4,1110,125,1,1,1,3,111,131,1,low_level
2615,Female,10,1122,125,1,1,1,2,111,138,2,high_level
21781,Male,5,1110,114,1,1,1,1,111,135,1,high_level
10275,Male,8,1122,125,1,1,1,3,111,131,2,low_level
41434,Male,9,1122,125,1,1,1,2,111,122,2,low_level
28600,Female,9,1122,114,1,1,1,3,120,124,2,low_level
42968,Male,10,1210,111,2,1,1,5,111,137,1,low_level
53489,Female,11,1121,112,1,1,1,2,111,136,2,high_level
26259,Male,7,1121,112,1,1,1,3,120,131,2,low_level
58967,Male,11,1122,114,1,1,1,5,111,138,2,low_level
2736,Male,8,1122,125,1,1,1,5,111,135,2,low_level
36988,Female,4,1110,114,1,1,1,3,111,136,1,high_level
46447,Female,6,1210,111,1,1,1,5,111,132,1,high_level
22263,Female,11,1121,112,1,1,1,3,111,138,2,high_level
16596,Male,5,1110,113,1,1,1,5,111,135,1,low_level
33979,Female,6,1131,112,1,1,1,5,111,136,1,low_level
46232,Female,10,1121,112,1,1,1,2,111,131,2,high_level
51432,Female,8,1140,112,1,1,1,3,111,138,4,high_level
16103,Male,7,1131,112,1,1,1,3,111,132,1,high_level
24526,Female,6,1110,113,1,1,1,3,111,136,1,high_level
44281,Male,9,1210,111,1,1,1,1,111,139,1,high_level
13010,Female,8,1122,114,1,1,1,5,111,122,2,low_level
59718,Male,8,1210,111,1,1,1,3,111,124,1,low_level
12759,Male,8,1122,125,2,1,1,5,111,131,2,low_level
19015,Male,14,1121,112,1,1,1,3,120,135,2,low_level
13331,Male,11,1122,114,1,1,1,5,111,137,2,low_level
43262,Female,11,1122,113,1,1,1,1,120,135,2,high_level
49742,Male,10,1122,114,1,1,1,5,111,137,2,low_level
25541,Female,10,1122,114,1,1,1,2,111,134,2,high_level
12874,Female,7,1140,112,1,1,1,2,120,139,1,high_level
10619,Female,7,1121,112,1,1,1,5,111,138,2,low_level
29999,Female,10,1122,113,1,1,1,5,111,138,2,low_level
29917,Male,8,1131,112,1,1,1,5,111,135,1,low_level
51623,Male,9,1122,114,1,1,1,3,111,135,2,high_level
50639,Male,7,1122,113,1,1,3,5,111,138,2,low_level
5900,Male,12,1121,112,1,1,1,5,111,135,2,low_level
40425,Male,8,1210,111,1,1,3,5,111,133,1,high_level
13302,Female,8,1131,112,1,1,1,2,111,122,1,high_level
49674,Male,8,1122,114,1,1,1,1,111,131,2,high_level
1090,Female,13,1210,111,1,1,1,5,120,135,1,low_level
1342,Female,11,1121,112,1,1,1,2,111,138,2,high_level
33701,Male,12,1121,112,1,1,1,3,111,131,2,high_level
2565,Male,11,1122,114,1,1,1,3,111,131,2,high_level
51953,Male,11,1122,113,1,1,1,3,111,124,2,high_level
39080,Female,10,1122,114,1,1,1,1,111,111,2,high_level
7111,Male,9,1132,114,1,1,1,5,111,135,1,low_level
48642,Male,10,1122,114,1,1,1,5,111,122,2,low_level
17326,Male,8,1210,111,1,1,3,3,111,133,1,low_level
34886,Male,9,1210,111,1,1,1,5,111,122,1,low_level
45163,Male,5,1110,114,1,1,1,3,111,122,1,high_level
54502,Female,6,1131,112,1,1,1,5,111,122,1,low_level
29680,Male,11,1122,125,1,1,1,3,111,135,2,low_level
56047,Male,5,1110,113,1,1,1,2,112,131,1,high_level
188,Male,4,1110,114,1,1,1,2,112,131,1,high_level
20491,Female,12,1121,112,1,1,1,3,111,138,2,high_level
4148,Female,8,1122,114,1,1,1,2,111,136,2,low_level
43680,Female,7,1122,114,1,1,3,3,111,136,2,high_level
20870,Male,11,1121,112,1,1,1,2,111,138,2,high_level
13485,Female,7,1210,111,1,1,1,3,111,135,1,low_level
47103,Female,8,1140,114,1,1,3,3,111,135,1,high_level
9903,Female,8,1210,111,1,1,1,5,111,137,1,low_level
1286,Male,6,1110,114,1,1,1,5,111,122,1,low_level
34365,Male,8,1122,114,1,1,1,5,111,122,2,low_level
10278,Male,7,1110,113,1,1,1,5,111,135,1,low_level
41935,Female,4,1110,113,1,1,1,2,112,131,1,high_level
34266,Male,8,1122,114,1,1,1,5,111,137,2,low_level
31951,Male,12,1122,113,1,1,1,3,111,133,2,high_level
47789,Female,10,1122,114,1,1,1,5,111,138,2,low_level
14368,Male,8,1122,114,1,1,1,5,111,135,2,high_level
51557,Male,6,1131,112,1,1,1,5,111,137,1,low_level
24548,Male,5,1131,112,1,1,1,3,111,136,1,high_level
51868,Male,11,1122,114,1,1,1,3,111,122,2,high_level
54747,Female,7,1131,112,1,1,1,5,111,138,1,low_level
32486,Female,11,1121,112,1,1,1,3,111,133,2,low_level
4807,Female,7,1131,112,1,1,3,3,111,133,1,high_level
28955,Female,5,1131,112,1,1,1,3,111,131,1,high_level
3112,Female,7,1122,113,1,1,1,5,111,137,2,low_level
22146,Male,10,1132,113,1,1,3,5,111,124,1,low_level
21522,Female,6,1121,112,1,1,1,3,111,131,2,high_level
24001,Female,10,1122,125,1,1,1,5,111,136,2,low_level
20265,Female,6,1122,113,1,1,1,3,111,134,2,high_level
21373,Female,11,1121,112,1,1,1,3,111,122,2,high_level
1396,Female,5,1110,114,1,1,1,3,111,132,1,low_level
55402,Female,13,1121,112,1,1,1,5,111,131,2,low_level
24659,Male,7,1122,113,2,1,1,5,111,135,2,low_level
49699,Female,9,1132,114,1,1,1,5,111,137,1,low_level
46150,Male,8,1122,113,1,1,1,4,111,124,2,low_level
32181,Male,11,1122,113,1,1,1,5,111,137,2,low_level
56274,Female,10,1121,112,1,1,1,2,111,135,2,high_level
17914,Female,8,1122,114,1,1,1,3,111,131,2,high_level
50388,Male,9,1121,112,1,1,1,5,111,131,2,low_level
34382,Female,9,1122,113,1,1,1,3,111,138,2,high_level
60253,Male,5,1220,114,1,1,1,3,112,135,1,high_level
49573,Male,12,1121,112,1,1,1,1,111,138,2,high_level
27969,Female,6,1121,112,1,1,1,5,111,135,2,low_level
8316,Female,8,1122,114,1,2,3,2,111,131,2,high_level
51302,Female,8,1140,113,1,1,1,3,111,133,4,high_level
28657,Male,12,1122,114,1,1,1,2,120,133,2,low_level
47515,Male,10,1122,114,1,1,1,5,111,136,2,low_level
24362,Female,9,1122,113,1,1,1,3,111,133,2,high_level
44999,Female,8,1122,114,1,1,1,4,111,136,2,low_level
37084,Female,6,1122,125,1,1,1,1,111,135,2,high_level
51043,Female,13,1121,112,1,1,1,1,111,131,2,high_level
31905,Male,7,1132,113,1,1,1,3,111,134,1,low_level
30216,Female,10,1122,125,1,1,1,4,111,137,2,low_level
4366,Female,8,1122,125,1,1,1,3,111,138,2,high_level
20838,Male,9,1122,114,1,1,1,3,111,131,2,low_level
13724,Male,5,1110,113,1,1,1,2,112,131,1,high_level
17567,Female,11,1210,111,1,1,1,2,111,136,4,high_level
56546,Female,10,1131,112,1,1,1,2,111,133,1,high_level
19441,Female,10,1210,111,1,1,1,5,111,133,1,low_level
59644,Male,8,1131,112,1,1,1,2,111,122,4,high_level
5534,Female,8,1122,114,1,1,1,5,111,138,2,low_level
28371,Female,9,1122,114,1,1,1,3,111,135,2,high_level
7689,Female,10,1122,113,1,1,1,1,111,131,2,high_level
398,Male,10,1122,114,1,1,1,2,111,122,2,high_level
24098,Male,11,1122,125,1,1,1,5,111,137,2,low_level
24906,Female,4,1210,111,1,1,3,3,112,135,1,high_level
47920,Male,11,1122,114,1,1,1,5,111,134,2,low_level
38108,Male,12,1121,112,1,1,1,3,111,133,2,low_level
52550,Male,7,1122,113,1,1,1,3,111,134,2,low_level
11208,Male,12,1210,111,1,1,1,2,111,122,1,high_level
5319,Female,7,1122,114,1,1,1,2,111,133,2,high_level
28851,Female,7,1210,111,1,1,1,5,111,138,1,high_level
15614,Female,10,1122,114,1,1,1,5,111,122,2,low_level
39370,Male,11,1122,125,1,1,1,5,111,135,2,low_level
3726,Female,8,1122,113,1,1,1,5,111,136,2,low_level
8332,Female,8,1122,114,1,1,1,3,111,131,2,high_level
50823,Male,9,1122,114,1,1,3,3,111,135,2,low_level
15653,Male,12,1121,112,1,1,1,5,111,137,2,low_level
44730,Male,7,1121,113,1,1,1,5,111,135,2,low_level
18331,Male,9,1210,111,1,1,1,3,111,134,1,low_level
56255,Male,6,1131,112,1,1,1,5,111,122,1,high_level
556,Male,10,1122,113,1,1,1,1,111,131,2,high_level
5373,Male,11,1122,113,1,1,1,5,111,139,2,low_level
59667,Female,8,1140,113,1,1,1,2,111,131,4,high_level
38515,Female,13,1131,112,1,1,1,3,120,131,1,low_level
8285,Male,11,1122,113,1,1,1,3,111,131,2,low_level
53921,Male,11,1122,114,1,1,1,3,111,136,2,high_level
15968,Female,9,1122,114,1,1,1,3,111,135,2,high_level
33180,Female,7,1121,112,1,1,1,3,111,124,2,high_level
41890,Female,11,1121,112,1,1,1,1,111,135,2,high_level
10023,Female,4,1110,112,1,1,1,2,112,133,1,high_level
34349,Male,11,1122,126,1,1,1,5,111,136,2,low_level
1859,Male,8,1122,114,1,1,1,5,111,133,2,low_level
51385,Male,10,1210,111,1,1,1,3,111,122,1,high_level
7743,Female,7,1122,114,1,1,1,3,111,131,2,high_level
22712,Male,12,1140,112,1,1,1,2,111,131,3,high_level
39087,Female,4,1110,125,1,1,1,3,112,131,1,high_level
43900,Female,9,1122,113,1,2,2,5,111,139,2,low_level
5016,Male,12,1121,112,1,1,1,1,120,135,2,low_level
52534,Male,8,1122,114,1,1,1,3,111,135,2,low_level
25652,Female,4,1110,114,1,1,1,2,112,132,1,high_level
20204,Male,6,1121,112,1,1,1,3,111,134,2,high_level
58171,Male,9,1122,114,1,1,1,3,111,122,2,low_level
2193,Female,9,1122,114,1,1,1,3,111,138,2,low_level
4685,Male,7,1131,112,2,1,1,5,111,135,1,high_level
53016,Male,7,1121,112,1,1,1,5,111,138,2,low_level
764,Male,7,1210,111,1,1,1,5,112,138,1,low_level
41154,Male,7,1121,112,1,1,1,3,111,122,2,low_level
20672,Male,10,1122,125,1,1,1,3,111,135,2,low_level
15157,Female,9,1122,114,1,1,1,5,111,135,2,high_level
6147,Male,8,1210,111,1,1,1,3,111,122,4,low_level
56717,Male,4,1110,113,1,1,1,2,112,131,1,high_level
20396,Female,10,1121,112,1,1,1,2,111,136,2,high_level
31741,Female,8,1122,113,1,1,1,5,111,133,2,low_level
27196,Female,9,1122,113,1,1,1,3,111,136,2,high_level
27498,Male,9,1122,114,1,1,3,4,111,135,2,low_level
36258,Female,7,1122,125,1,1,1,4,111,136,2,high_level
32811,Male,5,1110,114,1,1,1,3,111,139,1,high_level
5262,Female,9,1122,114,1,1,1,1,111,133,2,high_level
34630,Male,11,1122,113,1,1,1,5,111,139,2,low_level
8668,Female,8,1122,113,1,1,2,3,111,134,2,high_level
11266,Female,10,1122,113,1,1,2,2,111,135,2,high_level
52028,Male,9,1122,114,1,1,1,3,111,138,2,high_level
15737,Male,4,1110,114,1,1,1,2,111,131,1,high_level
25230,Female,6,1210,111,1,1,1,2,111,131,1,high_level
56879,Male,11,1121,112,1,1,1,1,111,131,2,high_level
26335,Male,4,1110,114,1,1,1,2,112,131,1,high_level
25886,Female,10,1122,125,1,1,1,2,111,131,2,high_level
15169,Male,11,1210,111,1,1,1,5,111,136,1,low_level
25828,Female,7,1131,112,1,1,1,5,111,135,1,low_level
12498,Female,7,1122,113,1,2,3,5,111,131,2,low_level
53702,Male,12,1122,114,1,1,1,3,111,122,2,low_level
13648,Female,7,1122,114,1,1,1,3,111,138,2,high_level
36709,Male,8,1132,114,1,1,1,2,111,135,1,high_level
11822,Female,8,1122,125,1,1,1,5,111,138,2,low_level
6508,Male,4,1110,125,1,1,3,2,112,132,1,high_level
46495,Female,11,1122,114,1,1,1,2,111,122,2,high_level
59727,Female,5,1110,113,1,1,1,5,111,134,1,high_level
27324,Male,11,1220,125,1,1,1,3,120,131,2,low_level
50555,Female,9,1122,125,1,1,1,3,111,138,2,high_level
53338,Male,8,1122,114,1,1,3,3,111,136,2,high_level
15948,Male,7,1122,126,1,1,1,4,120,111,2,low_level
59011,Male,9,1122,114,1,1,1,4,111,138,2,low_level
18373,Male,7,1122,114,1,1,1,3,111,134,2,low_level
21428,Male,12,1121,112,1,1,1,5,111,131,2,low_level
10456,Male,9,1122,114,1,1,1,3,111,122,2,high_level
25673,Male,5,1110,113,1,1,1,3,111,122,1,high_level
49016,Male,8,1210,111,1,1,1,5,120,135,1,low_level
12765,Female,8,1122,114,1,1,1,3,111,135,2,high_level
36395,Female,10,1122,113,1,1,1,2,111,122,2,high_level
21108,Male,9,1122,125,1,1,1,3,111,131,2,high_level
34926,Female,7,1140,113,1,1,1,3,111,136,4,high_level
15734,Male,8,1122,114,1,1,1,3,111,122,2,low_level
15800,Male,6,1122,113,1,1,1,5,111,137,2,low_level
58690,Male,12,1121,112,1,1,1,2,120,111,2,low_level
35808,Male,10,1122,113,1,1,1,5,111,122,2,low_level
14679,Male,9,1122,114,1,1,1,3,111,131,2,low_level
1698,Male,7,1210,111,1,1,1,2,111,131,4,low_level
36239,Male,10,1121,112,1,1,1,5,111,137,2,low_level
35861,Female,5,1110,114,1,1,1,4,112,135,1,high_level
8541,Female,5,1122,113,1,1,1,1,111,124,2,high_level
21052,Male,6,1121,112,1,1,1,5,111,135,2,high_level
54403,Male,8,1122,125,1,1,1,5,111,139,2,low_level
20121,Male,6,1210,111,1,1,1,5,111,131,1,low_level
42869,Female,11,1210,111,1,1,3,5,111,137,1,low_level
9098,Female,11,1121,112,1,1,1,2,111,138,2,high_level
19064,Male,7,1131,112,1,1,1,3,111,136,1,high_level
35493,Female,7,1210,111,1,1,1,5,111,137,1,low_level
35301,Female,10,1122,114,1,1,3,3,111,135,2,high_level
15020,Male,6,1121,112,1,1,1,5,120,111,2,low_level
9779,Male,6,1131,112,2,1,1,2,111,135,1,high_level
58768,Female,9,1122,126,1,1,1,2,111,137,2,high_level
16646,Female,12,1131,112,1,1,1,1,111,132,4,high_level
29513,Female,12,1121,112,1,1,1,2,111,137,2,high_level
54904,Male,10,1122,113,1,1,1,5,111,135,2,low_level
38953,Male,6,1121,112,1,1,1,3,111,132,2,low_level
23149,Female,9,1122,114,1,1,1,2,111,138,2,high_level
47240,Male,10,1132,114,1,1,1,5,111,136,1,low_level
14591,Female,8,1140,113,1,1,1,2,111,135,4,high_level
29573,Male,8,1122,114,1,1,1,3,111,138,2,low_level
4241,Female,4,1110,113,1,1,1,2,112,132,1,high_level
2823,Female,11,1121,112,1,1,1,1,111,131,2,high_level
58449,Female,10,1122,113,1,1,1,3,111,131,2,high_level
51246,Female,4,1110,114,1,1,1,3,112,131,1,high_level
31082,Female,9,1121,112,1,1,1,5,111,137,2,low_level
29107,Female,7,1131,112,2,2,2,1,111,135,1,low_level
58610,Male,6,1131,112,1,1,1,5,111,135,1,low_level
19294,Male,11,1122,113,2,1,3,5,111,135,2,low_level
46919,Female,5,1210,111,1,1,1,4,112,132,1,high_level
15540,Male,6,1131,112,1,1,1,3,111,133,1,high_level
51040,Female,5,1140,112,1,1,1,2,111,135,4,high_level
23388,Female,7,1121,112,1,1,1,2,111,132,2,high_level
31437,Male,9,1122,114,1,1,1,5,111,135,2,low_level
51377,Female,9,1122,114,1,1,1,1,111,138,2,high_level
46455,Female,6,1140,112,1,1,1,3,111,135,2,high_level
26221,Female,10,1121,112,1,1,1,2,111,132,2,high_level
803,Female,6,1131,112,1,1,1,5,111,138,1,low_level
11704,Male,11,1122,113,1,1,1,4,111,136,2,low_level
4667,Female,6,1121,112,1,1,1,5,111,138,2,low_level
19081,Female,4,1110,114,1,1,1,2,112,131,1,high_level
13215,Female,8,1122,113,1,1,1,3,111,133,2,high_level
58680,Male,9,1121,112,1,1,1,3,111,135,2,high_level
2226,Female,10,1122,113,1,1,1,2,111,122,2,high_level
12504,Female,5,1110,114,1,1,1,3,112,138,1,high_level
48765,Male,8,1131,112,1,1,1,2,111,131,4,high_level
33849,Male,6,1131,112,1,1,1,5,111,124,1,low_level
38680,Male,9,1122,114,1,1,1,5,111,136,2,low_level
54854,Female,6,1131,112,1,1,1,5,111,135,1,high_level
17839,Male,11,1122,113,1,1,1,2,111,139,2,high_level
25063,Male,8,1131,112,1,1,2,5,111,133,1,high_level
46080,Male,8,1132,113,1,1,1,5,111,135,1,low_level
51940,Male,9,1122,114,1,1,1,4,111,122,2,low_level
55337,Male,6,1110,112,1,1,2,3,111,132,1,high_level
59713,Female,4,1110,114,1,1,2,2,112,132,1,high_level
23992,Male,11,1121,112,1,1,1,5,111,134,2,low_level
21970,Male,9,1210,111,1,1,1,3,120,124,4,low_level
23507,Female,7,1131,112,2,1,1,5,111,122,1,low_level
38891,Female,9,1122,125,1,1,1,5,111,137,2,low_level
18986,Male,6,1131,112,1,1,1,2,111,122,1,high_level
21799,Female,10,1122,114,1,1,1,1,111,134,2,high_level
15356,Female,7,1122,113,1,1,1,5,111,136,2,low_level
12909,Male,5,1110,114,1,1,1,2,112,131,1,high_level
41220,Female,10,1122,114,1,1,1,2,111,131,2,high_level
47050,Female,8,1122,114,1,1,1,5,111,124,2,low_level
16188,Male,10,1122,125,1,1,1,5,111,136,2,low_level
43104,Male,7,1131,112,1,1,1,5,111,134,1,low_level
5483,Female,12,1121,112,1,1,1,1,111,131,2,high_level
41414,Male,11,1121,112,1,1,3,5,111,122,2,low_level
42288,Female,7,1122,113,1,1,1,3,120,131,2,low_level
12923,Female,11,1210,111,1,1,1,5,111,136,4,low_level
29034,Male,7,1210,111,1,1,1,3,111,131,1,low_level
58609,Female,10,1121,112,1,1,1,5,111,138,2,low_level
53947,Male,4,1110,114,1,1,1,1,112,132,1,high_level
60151,Female,9,1210,111,1,1,1,5,111,138,1,high_level
37776,Male,11,1121,112,1,1,1,5,111,122,2,low_level
43363,Male,9,1122,114,1,1,1,2,120,124,2,low_level
56854,Female,8,1132,114,1,2,3,5,111,139,1,low_level
11136,Female,10,1122,114,1,1,1,3,111,135,2,low_level
56179,Female,8,1132,113,1,1,1,2,111,132,4,high_level
23499,Male,9,1122,125,1,1,1,5,111,122,2,low_level
38856,Female,13,1121,112,1,1,1,1,111,135,2,high_level
43958,Male,14,1121,126,1,1,1,3,111,134,2,low_level
10988,Female,5,1110,114,1,1,1,2,111,131,1,high_level
43810,Female,10,1122,114,1,1,1,3,111,122,2,low_level
51102,Male,4,1110,125,1,1,1,2,112,131,1,high_level
44428,Female,9,1122,113,1,1,1,5,111,137,2,low_level
9937,Female,6,1122,113,1,1,1,1,111,122,2,high_level
56089,Female,12,1121,112,1,1,1,1,111,138,2,high_level
13720,Male,8,1122,113,1,1,1,5,111,138,2,low_level
55288,Female,8,1122,126,1,1,1,2,120,131,2,low_level
20698,Female,10,1122,114,1,1,1,3,111,137,2,high_level
53040,Male,9,1122,114,1,1,1,3,111,122,2,low_level
39510,Female,7,1122,114,1,1,1,2,111,138,2,high_level
55079,Female,9,1122,125,1,1,1,3,111,135,2,high_level
44362,Female,6,1131,112,1,1,1,3,111,138,1,high_level
28318,Male,12,1121,112,1,1,1,5,111,137,2,low_level
40958,Male,5,1210,111,1,1,1,3,112,132,1,high_level
4573,Female,6,1132,113,1,1,1,3,111,122,1,high_level
14380,Female,10,1122,114,1,1,3,5,111,137,2,low_level
27754,Male,11,1122,113,1,1,1,2,111,136,2,high_level
32021,Male,10,1122,114,1,1,1,2,111,139,2,low_level
50562,Female,10,1131,112,1,1,1,5,120,131,1,low_level
36147,Male,7,1121,112,1,1,2,5,111,139,2,low_level
17233,Male,5,1110,114,1,1,1,3,111,131,1,low_level
2280,Male,12,1121,112,1,1,1,1,111,139,2,low_level
46210,Female,6,1131,112,1,1,1,5,111,137,1,low_level
3611,Male,8,1122,125,1,1,1,5,111,122,2,low_level
42183,Male,11,1122,114,1,1,1,3,111,122,2,low_level
57342,Male,4,1110,114,1,1,1,3,112,131,1,high_level
15081,Male,12,1131,112,1,1,1,0,111,122,4,low_level
8009,Female,7,1122,113,1,1,1,3,111,131,2,high_level
40414,Male,11,1122,125,1,1,1,5,111,137,2,low_level
21309,Female,9,1122,114,1,1,1,3,111,137,2,high_level
54894,Female,6,1121,112,2,1,1,4,111,133,2,high_level
47841,Male,8,1220,113,1,1,1,2,111,138,1,high_level
38623,Male,9,1131,112,1,1,1,5,111,137,1,low_level
280,Male,13,1210,111,1,1,1,2,120,111,1,low_level
5858,Male,10,1132,114,1,1,1,5,111,137,1,low_level
39326,Female,4,1110,125,1,1,1,2,112,132,1,high_level
38053,Female,10,1122,113,1,1,1,0,111,135,2,high_level
54629,Female,6,1131,112,1,1,1,3,111,122,1,high_level
51722,Male,11,1122,114,1,1,1,5,111,136,2,low_level
27121,Male,9,1122,114,1,1,1,5,111,138,2,low_level
41656,Male,8,1122,125,1,1,1,3,111,136,2,high_level
23109,Male,12,1121,112,1,1,1,3,111,122,2,low_level
11251,Male,11,1121,112,1,1,1,5,111,136,2,low_level
20854,Female,6,1122,114,1,1,1,3,111,131,2,high_level
