,id,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_days_jail,c_charge_degree,is_recid,two_year_recid
1850,2807,Male,24,Less than 25,Hispanic,0,0,0,11,1.0,F,1,1
6319,9641,Male,57,Greater than 45,Caucasian,0,0,0,2,9.0,F,0,0
2003,3040,Male,56,Greater than 45,African-American,0,0,0,1,3.0,F,0,0
3597,5495,Male,60,Greater than 45,African-American,0,0,0,13,1.0,F,0,0
192,287,Male,37,25 - 45,African-American,0,0,0,2,0.0,M,1,1
2043,3117,Male,23,Less than 25,African-American,0,0,0,3,2.0,F,1,1
7084,10807,Male,25,25 - 45,Caucasian,0,0,0,3,172.0,M,1,1
5571,8484,Male,22,Less than 25,Caucasian,0,0,0,0,1.0,M,1,1
690,1049,Male,53,Greater than 45,Caucasian,0,0,0,2,1.0,F,0,0
3743,5719,Male,21,Less than 25,African-American,0,1,2,1,1.0,F,0,0
3974,6065,Male,57,Greater than 45,African-American,0,0,0,19,3.0,F,0,0
2052,3135,Male,25,25 - 45,African-American,0,0,1,7,13.0,F,0,0
2109,3223,Male,45,Greater than 45,Caucasian,0,0,0,9,55.0,F,1,1
5529,8424,Female,26,25 - 45,Caucasian,0,0,0,1,0.0,F,1,1
4322,6592,Female,59,Greater than 45,Caucasian,0,0,0,0,0.0,M,0,0
5013,7639,Male,32,25 - 45,African-American,0,0,0,0,1.0,F,0,0
656,1001,Male,47,Greater than 45,African-American,0,0,0,20,2.0,F,0,0
4146,6328,Female,68,Greater than 45,African-American,0,0,0,5,1.0,F,0,0
5294,8075,Male,25,25 - 45,African-American,0,0,0,1,37.0,F,0,0
3917,5974,Male,22,Less than 25,African-American,0,1,0,1,1.0,F,0,0
603,919,Male,36,25 - 45,Hispanic,0,0,0,1,40.0,M,1,1
1584,2426,Male,56,Greater than 45,Caucasian,0,0,0,5,21.0,F,1,1
3934,5996,Male,29,25 - 45,African-American,0,0,0,29,5.0,F,1,1
5519,8410,Male,33,25 - 45,African-American,2,0,0,8,7.0,F,1,1
7129,10882,Female,24,Less than 25,Caucasian,0,0,0,1,3.0,F,0,0
5579,8500,Male,22,Less than 25,African-American,0,0,0,0,50.0,F,1,1
3309,5066,Male,23,Less than 25,Other,0,2,0,7,9.0,F,1,1
5764,8781,Male,41,25 - 45,Caucasian,0,0,0,5,1.0,M,1,1
5442,8289,Male,29,25 - 45,Caucasian,0,0,0,1,1.0,F,0,0
3234,4948,Male,29,25 - 45,Caucasian,0,0,0,1,14.0,F,0,0
2795,4269,Male,30,25 - 45,African-American,0,0,0,12,0.0,F,1,1
6416,9790,Male,27,25 - 45,African-American,0,0,0,2,1.0,F,1,1
7010,10674,Male,32,25 - 45,African-American,2,1,0,9,56.0,F,0,0
6532,9959,Female,22,Less than 25,African-American,0,0,0,0,1.0,M,0,0
4298,6554,Female,26,25 - 45,African-American,0,0,0,0,1.0,F,0,0
7186,10964,Male,36,25 - 45,African-American,0,0,0,9,58.0,F,0,0
4555,6961,Male,33,25 - 45,African-American,0,0,0,0,1.0,M,1,1
346,516,Male,32,25 - 45,African-American,0,1,0,12,2.0,F,1,1
3953,6029,Male,24,Less than 25,African-American,0,0,0,0,10.0,F,1,1
2869,4390,Male,66,Greater than 45,Caucasian,0,0,0,0,1.0,F,0,0
5016,7644,Male,21,Less than 25,African-American,0,0,0,4,61.0,F,0,0
28,38,Female,36,25 - 45,Caucasian,0,0,0,3,1.0,F,0,0
5557,8465,Male,21,Less than 25,African-American,0,0,0,0,2.0,F,0,0
1619,2478,Male,25,25 - 45,African-American,0,0,0,0,2.0,F,0,0
2732,4169,Male,35,25 - 45,Caucasian,0,0,0,2,0.0,M,1,0
1400,2148,Female,38,25 - 45,African-American,0,0,0,14,5.0,F,1,1
2091,3191,Male,37,25 - 45,African-American,0,0,0,4,93.0,F,0,0
452,686,Male,41,25 - 45,Caucasian,0,0,0,0,4.0,M,1,1
2611,3990,Male,35,25 - 45,African-American,0,0,0,10,0.0,M,1,1
862,1305,Male,36,25 - 45,African-American,0,0,0,9,2.0,M,0,0
4346,6631,Male,43,25 - 45,African-American,0,0,0,0,2.0,F,1,1
6269,9563,Male,22,Less than 25,Caucasian,0,0,0,1,12.0,F,0,0
2242,3415,Male,31,25 - 45,African-American,0,0,0,2,0.0,F,1,1
7028,10703,Male,43,25 - 45,African-American,0,1,0,23,102.0,F,0,0
4909,7476,Male,68,Greater than 45,African-American,0,0,0,6,3.0,M,0,0
7098,10831,Female,27,25 - 45,Caucasian,0,0,0,0,0.0,M,1,1
5642,8604,Female,22,Less than 25,African-American,0,0,0,0,1.0,F,0,0
3090,4711,Female,39,25 - 45,African-American,0,0,0,1,6.0,F,0,0
2158,3301,Female,30,25 - 45,African-American,0,0,0,0,1.0,M,0,0
2954,4508,Female,26,25 - 45,African-American,0,0,0,3,1.0,F,1,0
351,523,Male,19,Less than 25,African-American,0,2,0,2,1.0,F,1,1
5037,7672,Male,47,Greater than 45,Other,0,0,0,0,1.0,M,0,0
198,297,Female,23,Less than 25,African-American,0,0,0,1,1.0,M,0,0
3859,5890,Male,27,25 - 45,African-American,0,0,0,0,1.0,M,1,1
4453,6798,Male,23,Less than 25,Caucasian,0,0,0,3,10.0,F,0,0
5641,8602,Male,24,Less than 25,Caucasian,0,0,0,5,37.0,F,1,1
4391,6696,Male,23,Less than 25,African-American,0,0,0,0,4.0,F,0,0
3647,5569,Male,59,Greater than 45,Other,0,0,0,1,1.0,M,0,0
2084,3181,Male,22,Less than 25,Caucasian,0,0,2,0,3.0,F,1,1
5497,8379,Male,76,Greater than 45,Asian,0,0,0,0,2.0,F,0,0
3762,5742,Male,32,25 - 45,African-American,0,0,0,1,1.0,F,0,0
467,708,Male,54,Greater than 45,African-American,0,0,0,28,6.0,F,1,1
3993,6094,Male,30,25 - 45,Caucasian,0,0,1,7,1.0,F,1,1
2414,3679,Female,47,Greater than 45,Caucasian,0,0,0,0,4.0,M,1,1
4541,6939,Male,62,Greater than 45,Caucasian,0,0,0,2,3.0,F,0,0
3838,5857,Male,24,Less than 25,African-American,0,0,0,1,0.0,F,0,0
2587,3957,Male,24,Less than 25,Hispanic,0,0,0,1,1.0,M,0,0
6801,10371,Male,45,Greater than 45,Hispanic,0,0,0,3,1.0,F,0,0
2305,3510,Male,36,25 - 45,Caucasian,1,0,0,10,84.0,M,1,1
1640,2504,Male,22,Less than 25,Caucasian,0,0,1,0,1.0,M,1,1
6180,9420,Male,26,25 - 45,African-American,0,0,1,2,7.0,F,0,0
2059,3145,Male,30,25 - 45,African-American,0,1,1,7,1.0,F,1,1
5076,7726,Male,52,Greater than 45,Caucasian,0,0,0,3,1.0,M,0,0
453,687,Male,20,Less than 25,Other,0,0,1,0,22.0,F,1,1
4687,7160,Male,23,Less than 25,African-American,0,0,1,5,1.0,F,1,1
1998,3035,Male,25,25 - 45,Caucasian,0,0,0,4,183.0,F,0,0
3566,5446,Male,48,Greater than 45,African-American,0,0,0,4,1.0,F,0,0
3683,5627,Male,35,25 - 45,African-American,0,0,0,6,11.0,F,1,1
1838,2787,Female,39,25 - 45,African-American,0,0,0,0,2.0,F,1,1
4327,6597,Male,34,25 - 45,African-American,1,0,0,10,1.0,F,1,1
1205,1849,Male,28,25 - 45,African-American,0,0,0,5,51.0,F,1,1
2421,3693,Male,24,Less than 25,African-American,0,0,0,0,1.0,M,0,0
7042,10730,Female,36,25 - 45,African-American,0,0,0,1,1.0,M,0,0
7011,10675,Male,27,25 - 45,Caucasian,0,0,0,2,0.0,F,1,1
3700,5654,Male,42,25 - 45,African-American,0,0,0,0,1.0,F,0,0
4378,6679,Female,26,25 - 45,Other,0,0,0,4,2.0,M,1,1
177,266,Male,54,Greater than 45,Hispanic,0,0,0,2,188.0,F,0,0
3256,4977,Male,39,25 - 45,Caucasian,6,1,0,17,181.0,F,1,1
2330,3547,Male,49,Greater than 45,African-American,0,0,0,3,1.0,F,0,0
2221,3391,Female,29,25 - 45,African-American,0,0,3,9,214.0,M,1,1
3878,5917,Male,32,25 - 45,African-American,0,0,0,1,4.0,M,1,1
3537,5406,Male,31,25 - 45,Hispanic,0,0,0,2,50.0,F,0,0
533,815,Male,21,Less than 25,Caucasian,0,0,0,0,0.0,F,1,1
4402,6712,Female,41,25 - 45,Caucasian,0,0,0,1,0.0,M,0,0
1875,2851,Male,39,25 - 45,Other,0,0,0,6,26.0,F,0,0
159,242,Male,55,Greater than 45,African-American,0,0,0,3,1.0,M,0,0
5144,7835,Male,40,25 - 45,African-American,0,0,0,11,0.0,M,1,1
6219,9492,Male,38,25 - 45,African-American,0,0,0,7,198.0,M,0,0
6367,9720,Male,38,25 - 45,Caucasian,0,0,0,0,0.0,F,1,1
55,80,Male,24,Less than 25,African-American,0,0,0,2,2.0,F,1,1
3194,4888,Male,59,Greater than 45,African-American,0,0,0,3,8.0,F,1,0
7117,10865,Male,74,Greater than 45,Caucasian,0,0,0,2,10.0,F,0,0
1762,2676,Male,32,25 - 45,Caucasian,0,0,0,2,1.0,F,1,1
2489,3789,Male,29,25 - 45,Caucasian,0,0,0,0,1.0,F,0,0
6859,10450,Male,30,25 - 45,Caucasian,0,0,0,1,1.0,M,1,1
4265,6507,Male,25,25 - 45,African-American,0,0,0,0,0.0,M,1,1
2600,3977,Male,55,Greater than 45,Caucasian,0,0,0,0,1.0,M,0,0
6216,9486,Male,20,Less than 25,African-American,0,0,0,0,1.0,F,1,1
6220,9493,Male,31,25 - 45,African-American,0,0,0,0,8.0,F,0,0
6031,9206,Male,43,25 - 45,African-American,0,0,0,3,21.0,F,1,1
63,93,Male,22,Less than 25,African-American,0,0,1,1,1.0,F,1,1
838,1261,Male,34,25 - 45,African-American,0,0,0,4,1.0,M,0,0
4835,7368,Female,34,25 - 45,African-American,0,0,0,1,21.0,M,0,0
4384,6688,Male,42,25 - 45,Caucasian,0,0,0,0,1.0,F,0,0
1715,2608,Male,26,25 - 45,African-American,0,0,0,0,1.0,M,1,1
329,489,Male,28,25 - 45,Caucasian,0,0,0,2,1.0,M,1,1
5003,7620,Male,54,Greater than 45,African-American,0,0,0,1,1.0,F,0,0
6265,9557,Female,25,25 - 45,African-American,0,0,0,2,1.0,M,0,0
4972,7570,Male,44,25 - 45,African-American,0,0,0,0,2.0,F,0,0
315,463,Male,44,25 - 45,Caucasian,0,0,0,0,1.0,M,1,1
4770,7278,Female,22,Less than 25,African-American,0,0,0,5,19.0,F,1,1
5187,7908,Male,20,Less than 25,African-American,1,2,0,5,2.0,F,1,1
4135,6312,Male,38,25 - 45,African-American,0,0,0,9,2.0,F,1,1
4106,6256,Male,32,25 - 45,African-American,0,0,1,9,23.0,M,1,1
1204,1848,Male,44,25 - 45,Caucasian,0,0,0,0,9.0,F,1,1
2539,3867,Male,69,Greater than 45,African-American,0,0,0,22,1.0,M,0,0
415,628,Male,25,25 - 45,Caucasian,0,0,0,0,0.0,M,1,1
6499,9908,Male,21,Less than 25,African-American,0,0,0,2,1.0,F,1,1
2280,3470,Male,23,Less than 25,African-American,0,0,0,1,1.0,F,1,1
541,830,Male,21,Less than 25,Hispanic,0,0,0,0,1.0,F,1,1
740,1127,Male,23,Less than 25,African-American,0,0,0,0,0.0,F,0,0
3329,5103,Male,30,25 - 45,Hispanic,0,0,0,7,1.0,F,0,0
1763,2677,Male,22,Less than 25,Caucasian,0,0,0,2,4.0,F,0,0
1127,1724,Male,53,Greater than 45,Caucasian,0,0,0,1,51.0,F,1,1
918,1396,Male,32,25 - 45,African-American,0,0,0,19,15.0,F,1,1
2066,3157,Male,24,Less than 25,Caucasian,0,0,0,0,19.0,F,0,0
1416,2168,Male,35,25 - 45,Hispanic,0,0,0,0,1.0,M,0,0
4780,7291,Male,31,25 - 45,African-American,0,0,0,2,0.0,F,0,0
1540,2361,Female,49,Greater than 45,Caucasian,0,0,0,2,12.0,M,1,1
7074,10787,Female,45,Greater than 45,African-American,0,0,0,9,75.0,M,1,0
3260,4982,Male,38,25 - 45,Caucasian,0,0,0,2,1.0,M,0,0
7046,10737,Female,69,Greater than 45,Caucasian,0,0,0,5,1.0,F,0,0
6743,10288,Male,34,25 - 45,Other,0,0,0,3,1.0,M,0,0
3423,5227,Male,48,Greater than 45,African-American,0,0,0,10,0.0,F,0,0
4668,7135,Male,57,Greater than 45,Caucasian,0,0,0,3,31.0,F,0,0
1786,2708,Male,28,25 - 45,African-American,0,0,1,5,28.0,M,0,0
4831,7360,Female,24,Less than 25,Caucasian,0,0,0,2,3.0,F,0,0
84,128,Male,25,25 - 45,African-American,1,6,1,14,7.0,F,1,1
7012,10676,Male,23,Less than 25,Other,0,0,0,0,1.0,F,0,0
400,604,Male,22,Less than 25,African-American,0,0,1,0,21.0,M,1,1
7163,10934,Male,41,25 - 45,Caucasian,0,0,0,0,0.0,M,0,0
2742,4184,Male,30,25 - 45,Caucasian,0,0,0,19,82.0,F,1,1
6568,10019,Male,23,Less than 25,African-American,0,1,0,3,6.0,F,1,1
31,41,Male,30,25 - 45,Caucasian,0,0,0,9,44.0,F,1,1
6020,9188,Male,53,Greater than 45,Hispanic,0,0,0,1,0.0,F,0,0
3231,4944,Male,21,Less than 25,African-American,0,0,1,0,7.0,F,1,1
386,581,Male,37,25 - 45,African-American,0,0,0,23,17.0,F,1,1
6463,9855,Male,54,Greater than 45,Caucasian,0,0,0,3,1.0,F,0,0
6330,9658,Male,27,25 - 45,African-American,1,2,1,6,1.0,M,0,0
1851,2808,Male,31,25 - 45,African-American,0,0,0,1,230.0,F,1,0
5046,7681,Male,54,Greater than 45,Other,0,0,0,1,2.0,F,0,0
3287,5035,Male,43,25 - 45,Caucasian,0,0,0,4,48.0,F,0,0
6951,10580,Female,22,Less than 25,Caucasian,0,0,1,1,18.0,M,0,0
4432,6763,Female,36,25 - 45,Caucasian,0,0,0,0,1.0,M,0,0
958,1471,Male,22,Less than 25,Caucasian,0,0,0,2,14.0,M,1,1
6091,9283,Male,40,25 - 45,Caucasian,0,0,0,5,1.0,F,1,1
6498,9907,Male,52,Greater than 45,African-American,0,0,0,7,118.0,F,1,1
7060,10764,Male,20,Less than 25,African-American,1,0,0,2,1.0,F,1,1
421,638,Male,28,25 - 45,African-American,0,0,0,8,3.0,F,1,1
3984,6079,Male,41,25 - 45,African-American,0,0,0,3,0.0,F,0,0
4921,7493,Female,20,Less than 25,African-American,0,0,0,0,2.0,F,1,1
6636,10124,Female,27,25 - 45,Caucasian,0,0,0,2,0.0,M,0,0
375,563,Female,50,Greater than 45,Caucasian,0,0,0,1,1.0,M,1,1
2664,4064,Female,33,25 - 45,Caucasian,0,0,0,2,14.0,F,0,0
5874,8954,Male,46,Greater than 45,Caucasian,0,0,0,0,1.0,M,0,0
1429,2188,Male,22,Less than 25,African-American,0,0,0,0,1.0,M,1,1
2774,4233,Male,39,25 - 45,African-American,0,0,0,2,47.0,M,0,0
1124,1717,Male,35,25 - 45,African-American,0,0,0,5,2.0,F,1,1
5108,7774,Female,28,25 - 45,Caucasian,0,0,0,6,31.0,M,1,1
5622,8574,Female,42,25 - 45,Caucasian,0,0,0,0,1.0,M,0,0
5436,8282,Male,21,Less than 25,Hispanic,1,0,0,1,55.0,F,1,1
5189,7910,Male,31,25 - 45,African-American,0,0,0,7,1.0,M,0,0
677,1030,Female,28,25 - 45,Caucasian,0,0,0,0,1.0,M,0,0
3658,5586,Male,26,25 - 45,African-American,0,0,0,4,1.0,F,1,1
722,1096,Male,68,Greater than 45,Caucasian,0,0,0,0,3.0,M,0,0
5441,8288,Male,37,25 - 45,African-American,0,0,0,8,14.0,F,1,0
5547,8449,Male,31,25 - 45,Caucasian,0,0,0,3,0.0,M,1,1
4149,6335,Male,25,25 - 45,African-American,0,0,0,0,1.0,M,0,0
6989,10646,Male,32,25 - 45,African-American,0,0,0,6,130.0,F,1,1
6358,9707,Female,36,25 - 45,Other,0,1,0,6,0.0,F,1,1
253,374,Male,36,25 - 45,Caucasian,0,0,0,8,22.0,F,1,1
475,720,Male,51,Greater than 45,Caucasian,0,0,0,0,35.0,F,0,0
1235,1886,Male,60,Greater than 45,African-American,0,0,0,12,1.0,F,0,0
2034,3104,Female,32,25 - 45,Other,0,0,0,0,1.0,M,0,0
2661,4061,Female,52,Greater than 45,Caucasian,0,0,0,0,1.0,M,0,0
1527,2339,Female,27,25 - 45,Caucasian,0,0,0,1,0.0,F,1,1
1105,1691,Male,25,25 - 45,Caucasian,0,0,2,4,1.0,M,0,0
4684,7157,Male,27,25 - 45,Hispanic,0,0,0,1,1.0,M,0,0
3586,5477,Male,34,25 - 45,Caucasian,0,0,0,0,1.0,F,0,0
2875,4398,Male,23,Less than 25,African-American,0,0,0,2,0.0,M,1,1
4787,7300,Male,24,Less than 25,Caucasian,0,0,0,1,38.0,F,0,0
2670,4072,Male,41,25 - 45,African-American,0,0,0,0,177.0,F,0,0
7145,10909,Male,29,25 - 45,Caucasian,0,0,2,14,0.0,F,1,1
1173,1798,Male,32,25 - 45,African-American,0,0,0,4,191.0,F,1,1
5296,8078,Female,58,Greater than 45,Caucasian,0,0,0,0,0.0,M,0,0
3657,5585,Male,43,25 - 45,African-American,0,0,0,4,38.0,F,1,0
3097,4722,Male,26,25 - 45,Caucasian,0,0,0,0,1.0,M,0,0
2382,3635,Female,24,Less than 25,African-American,0,0,0,2,14.0,F,0,0
14,19,Female,47,Greater than 45,Caucasian,0,0,0,1,14.0,F,1,1
6335,9666,Male,21,Less than 25,African-American,0,0,0,0,2.0,F,0,0
2601,3978,Female,24,Less than 25,Caucasian,0,0,0,1,0.0,F,0,0
3315,5074,Male,33,25 - 45,African-American,0,0,0,1,1.0,M,1,1
2607,3985,Male,29,25 - 45,Hispanic,0,1,0,17,2.0,F,1,1
4642,7098,Male,20,Less than 25,African-American,0,0,0,3,21.0,F,1,1
3208,4912,Male,23,Less than 25,Hispanic,0,0,0,6,34.0,M,0,0
6457,9846,Male,30,25 - 45,Caucasian,0,0,0,1,1.0,F,1,1
3261,4983,Male,32,25 - 45,Caucasian,0,2,1,10,7.0,F,1,1
950,1458,Male,22,Less than 25,Caucasian,0,0,0,0,1.0,M,0,0
2692,4108,Male,41,25 - 45,African-American,0,0,0,25,186.0,F,1,1
7165,10936,Male,23,Less than 25,African-American,0,0,0,0,2.0,F,1,1
223,331,Male,37,25 - 45,Caucasian,0,0,0,4,2.0,F,1,1
2711,4137,Male,23,Less than 25,Caucasian,0,0,0,3,36.0,M,1,1
2247,3422,Male,35,25 - 45,Caucasian,0,0,0,0,41.0,F,1,1
4816,7339,Male,25,25 - 45,African-American,0,0,1,1,1.0,M,1,1
7032,10709,Male,74,Greater than 45,Caucasian,0,0,0,0,1.0,M,0,0
2102,3209,Male,22,Less than 25,African-American,0,0,0,3,128.0,F,1,0
412,624,Female,22,Less than 25,African-American,0,0,0,0,0.0,F,0,0
7106,10844,Male,30,25 - 45,Caucasian,0,0,0,4,5.0,F,1,1
4,6,Male,43,25 - 45,Other,0,0,0,2,0.0,F,0,0
2654,4048,Male,33,25 - 45,Caucasian,0,0,0,3,15.0,F,1,1
5726,8729,Male,36,25 - 45,Caucasian,0,0,0,12,13.0,F,0,0
1921,2915,Male,38,25 - 45,Caucasian,0,0,0,2,48.0,F,1,1
5271,8040,Male,25,25 - 45,African-American,0,0,0,0,34.0,F,0,0
766,1162,Male,26,25 - 45,African-American,0,0,1,5,22.0,F,1,1
6232,9513,Male,43,25 - 45,African-American,0,0,0,2,1.0,F,0,0
5439,8285,Male,28,25 - 45,African-American,0,0,0,8,1.0,M,1,1
984,1513,Male,30,25 - 45,African-American,0,0,0,6,3.0,F,1,1
1138,1737,Female,34,25 - 45,African-American,0,0,0,14,4.0,F,0,0
1756,2667,Male,24,Less than 25,Caucasian,0,0,0,0,2.0,F,0,0
6202,9459,Male,24,Less than 25,Other,0,0,0,0,0.0,M,0,0
4674,7143,Male,57,Greater than 45,African-American,0,0,0,1,1.0,F,0,0
3885,5929,Male,26,25 - 45,Caucasian,0,0,0,2,0.0,F,1,1
6305,9624,Male,39,25 - 45,African-American,0,0,0,0,1.0,M,0,0
94,145,Female,20,Less than 25,Caucasian,0,0,0,0,1.0,F,0,0
5737,8745,Female,26,25 - 45,Caucasian,0,0,0,1,1.0,M,1,0
7050,10750,Female,52,Greater than 45,Caucasian,0,0,0,0,1.0,M,0,0
5012,7638,Male,34,25 - 45,Hispanic,0,0,0,2,1.0,M,1,1
4919,7488,Male,21,Less than 25,African-American,0,0,0,0,34.0,F,1,1
3686,5632,Female,42,25 - 45,Caucasian,0,0,0,5,6.0,M,1,1
3144,4804,Male,67,Greater than 45,Hispanic,0,0,0,2,98.0,F,0,0
5138,7821,Male,30,25 - 45,Caucasian,0,0,0,1,1.0,F,0,0
5695,8681,Male,33,25 - 45,African-American,0,0,0,12,3.0,F,1,1
3650,5574,Male,27,25 - 45,African-American,0,0,0,2,132.0,F,1,1
3225,4937,Male,48,Greater than 45,Other,0,0,0,4,1.0,F,0,0
744,1131,Male,21,Less than 25,African-American,0,0,0,0,1.0,F,1,1
5030,7660,Male,23,Less than 25,African-American,0,0,0,0,1.0,F,0,0
1261,1925,Male,40,25 - 45,Other,0,0,0,0,1.0,M,0,0
5376,8195,Male,37,25 - 45,African-American,0,0,0,17,46.0,M,0,0
2302,3506,Male,26,25 - 45,African-American,0,0,0,7,1.0,M,0,0
2639,4024,Female,25,25 - 45,African-American,0,0,0,2,408.0,F,1,1
6179,9419,Male,45,Greater than 45,African-American,0,0,0,0,1.0,F,1,1
5191,7913,Male,30,25 - 45,African-American,0,0,0,4,5.0,M,0,0
1449,2220,Male,52,Greater than 45,African-American,0,0,0,15,1.0,M,1,1
2842,4341,Male,40,25 - 45,Other,0,0,0,8,40.0,F,1,1
2780,4244,Male,43,25 - 45,Caucasian,0,0,0,3,30.0,M,1,1
6880,10484,Male,29,25 - 45,Caucasian,0,0,0,2,1.0,M,0,0
3430,5247,Male,24,Less than 25,African-American,0,0,0,1,58.0,F,1,1
176,265,Male,28,25 - 45,African-American,0,0,0,6,1.0,M,1,1
7023,10695,Male,31,25 - 45,Caucasian,0,0,0,9,1.0,M,1,1
4162,6359,Male,54,Greater than 45,African-American,0,0,0,3,2.0,F,1,1
6387,9746,Male,23,Less than 25,Hispanic,0,0,0,0,1.0,M,0,0
3692,5639,Male,42,25 - 45,Caucasian,0,0,0,4,18.0,F,1,1
1014,1557,Female,54,Greater than 45,African-American,0,0,0,0,1.0,F,0,0
1060,1629,Male,27,25 - 45,African-American,0,0,0,2,21.0,F,0,0
1194,1832,Female,29,25 - 45,African-American,0,0,0,2,2.0,F,0,0
4285,6536,Male,59,Greater than 45,Caucasian,0,0,0,3,2.0,M,0,0
5723,8726,Female,29,25 - 45,Hispanic,0,0,0,1,1.0,F,0,0
1100,1684,Female,24,Less than 25,Caucasian,0,0,0,2,2.0,F,0,0
466,707,Male,23,Less than 25,African-American,1,2,2,6,1.0,F,1,0
6898,10510,Male,39,25 - 45,Caucasian,0,0,0,1,1.0,F,0,0
1280,1955,Male,60,Greater than 45,Hispanic,0,0,0,1,18.0,F,0,0
456,691,Male,26,25 - 45,African-American,0,0,0,1,13.0,M,1,1
801,1216,Male,28,25 - 45,Caucasian,0,0,0,2,0.0,F,0,0
7043,10733,Male,28,25 - 45,African-American,0,0,0,2,1.0,F,1,1
224,332,Female,30,25 - 45,African-American,0,0,0,2,3.0,F,0,0
761,1156,Female,23,Less than 25,African-American,0,0,0,0,1.0,F,0,0
2565,3917,Male,22,Less than 25,African-American,0,0,1,0,0.0,F,1,0
3459,5289,Male,28,25 - 45,African-American,0,0,0,7,78.0,F,1,1
3914,5970,Male,32,25 - 45,Caucasian,0,0,0,2,1.0,F,0,0
591,900,Female,21,Less than 25,Caucasian,0,0,0,0,2.0,F,0,0
957,1470,Male,54,Greater than 45,African-American,0,0,0,4,79.0,M,1,1
5565,8476,Male,52,Greater than 45,Caucasian,0,0,0,2,32.0,M,0,0
6603,10066,Male,47,Greater than 45,African-American,0,0,0,5,2.0,F,0,0
3843,5865,Male,31,25 - 45,African-American,0,0,0,4,2.0,F,1,1
337,501,Male,36,25 - 45,Caucasian,0,0,0,0,1.0,M,0,0
1310,2018,Male,22,Less than 25,African-American,0,3,1,6,0.0,F,1,1
1230,1880,Male,20,Less than 25,Other,0,8,1,8,1.0,F,1,1
2122,3243,Female,46,Greater than 45,African-American,0,0,0,1,55.0,F,1,1
2884,4409,Male,32,25 - 45,Caucasian,1,0,0,11,315.0,F,1,1
3017,4610,Male,27,25 - 45,African-American,0,0,0,7,4.0,F,1,1
2416,3684,Male,26,25 - 45,African-American,0,1,2,5,6.0,F,1,1
6318,9640,Male,26,25 - 45,African-American,0,2,2,27,10.0,M,1,1
7210,10997,Male,23,Less than 25,African-American,0,0,0,0,2.0,F,0,0
2767,4225,Male,34,25 - 45,African-American,0,0,0,16,1.0,F,1,1
5010,7636,Female,38,25 - 45,African-American,0,0,0,0,1.0,M,0,0
5560,8469,Male,29,25 - 45,African-American,0,1,1,4,2.0,F,1,1
6350,9691,Male,29,25 - 45,African-American,0,0,0,2,2.0,F,0,0
134,206,Female,29,25 - 45,Caucasian,0,1,0,10,7.0,F,1,1
2430,3704,Female,38,25 - 45,Hispanic,0,0,0,0,0.0,F,0,0
5282,8054,Male,53,Greater than 45,African-American,0,0,0,5,298.0,F,0,0
3551,5430,Male,23,Less than 25,African-American,0,0,0,3,4.0,F,1,1
259,381,Male,23,Less than 25,Hispanic,0,0,1,1,1.0,F,1,1
2945,4496,Male,24,Less than 25,African-American,0,0,0,0,1.0,F,0,0
5006,7625,Male,32,25 - 45,Other,0,0,0,0,1.0,M,1,1
2538,3865,Male,21,Less than 25,African-American,0,0,0,0,1.0,M,0,0
612,932,Male,43,25 - 45,Hispanic,0,0,0,1,41.0,M,0,0
281,410,Male,32,25 - 45,Caucasian,0,0,0,2,40.0,F,0,0
6642,10131,Male,21,Less than 25,African-American,0,0,0,1,2.0,F,0,0
3081,4699,Male,21,Less than 25,African-American,1,0,1,1,5.0,F,1,1
6831,10415,Male,42,25 - 45,African-American,0,0,0,1,0.0,F,0,0
5696,8682,Male,36,25 - 45,Asian,0,0,0,1,41.0,F,0,0
2260,3442,Male,29,25 - 45,African-American,0,0,0,11,65.0,F,1,1
3738,5707,Male,56,Greater than 45,African-American,0,0,0,7,49.0,F,0,0
3361,5147,Male,22,Less than 25,Other,0,0,0,0,7.0,F,1,1
106,159,Female,39,25 - 45,Caucasian,0,0,0,1,107.0,F,0,0
6684,10197,Female,49,Greater than 45,African-American,0,0,0,25,10.0,F,1,1
6329,9656,Male,31,25 - 45,African-American,0,0,0,6,1.0,F,1,1
5858,8930,Male,32,25 - 45,African-American,0,1,0,13,0.0,M,1,1
2683,4088,Male,35,25 - 45,African-American,0,0,0,0,1.0,F,0,0
2357,3597,Male,24,Less than 25,Caucasian,0,0,3,3,1.0,M,1,1
1357,2083,Male,19,Less than 25,African-American,3,0,0,2,15.0,F,1,1
5435,8281,Female,39,25 - 45,Caucasian,0,0,0,3,1.0,F,0,0
2151,3292,Male,38,25 - 45,Hispanic,0,0,0,3,0.0,F,0,0
626,956,Male,24,Less than 25,African-American,0,0,0,4,1.0,F,1,1
4665,7127,Male,25,25 - 45,Other,0,0,0,2,64.0,M,0,0
1323,2038,Male,32,25 - 45,Other,0,0,0,4,0.0,F,0,0
5661,8630,Male,30,25 - 45,African-American,0,0,0,14,64.0,F,1,1
3064,4677,Male,42,25 - 45,Other,0,0,0,6,1.0,M,0,0
2784,4250,Female,27,25 - 45,African-American,0,0,0,0,1.0,F,0,0
5477,8348,Male,57,Greater than 45,Caucasian,0,0,0,3,12.0,M,0,0
3749,5727,Male,40,25 - 45,African-American,0,0,0,21,30.0,F,0,0
